federal_provider_number,facility_name,address,city,state,zip_code,county_name,phone_number,CMS Certification Number (CCN)_x,Preventable Readmission Rate,Discharge to Community Rate,Medicare Spending Per Beneficiary (MSPB),Medication Review Rate,Fall with Major Injury Rate,Self-Care at Discharge,Mobility at Discharge,Pressure Ulcer Rate,Healthcare-Associated Infection Rate,CMS Certification Number (CCN)_y,Patient Volume,latitude,longitude,geocode_source,google_place_id,google_name,google_rating,google_rating_count,recent_avg_rating,recent_review_count,recent_reviews,Distance to Bristol Regional Medical Center (mi),Distance to Dickenson Community Hospital (mi),Distance to Franklin Woods Community Hospital (mi),Distance to Greeneville Community Hospital East (mi),Distance to Hancock County Hospital (mi),Distance to Hawkins County Memorial Hospital (mi),Distance to Holston Valley Medical Center (mi),Distance to Indian Path Community Hospital (mi),Distance to Johnson City Medical Center (mi),Distance to Johnson County Community Hospital (mi),Distance to Johnston Memorial Hospital (mi),Distance to Lee County Community Hospital (mi),Distance to Lonesome Pine Hospital (mi),Distance to Norton Community Hospital (mi),Distance to Russell County Hospital (mi),Distance to Smyth County Community Hospital (mi),Distance to Sycamore Shoals Hospital (mi),Distance to Unicoi County Hospital (mi),Pressure Ulcer Rate_Percentile,Fall with Major Injury Rate_Percentile,Preventable Readmission Rate_Percentile,Medicare Spending Per Beneficiary (MSPB)_Percentile,Healthcare-Associated Infection Rate_Percentile,Discharge to Community Rate_Percentile,Medication Review Rate_Percentile,Self-Care at Discharge_Percentile,Mobility at Discharge_Percentile,Composite_Score,Overall_Rank
445356,PRINCETON TRANSITIONAL CARE & ASSISTED LIVING,401 PRINCETON ROAD,JOHNSON CITY,TN,37601,WASHINGTON,(423)431-6111,445356,10.59,64.0,0.9,92.7,0.6,46.5,39.5,1.8,6.1,445356,3175.0,36.351554799999995,-82.3732528,google_places,ChIJvxK4ekR9WogRzGv6n3PFIZQ,Princeton Transitional Care,3.7,106,2.8,5,"5★ (a month ago): A family member came home yesterday after 3 weeks at Princeton. Wow! What a difference in his mobility and breathing! This staff is top notch! He received the very best care from everyone who entered ... | 2★ (2 months ago): The Nurses and the cna's took better care of my mom this time than they did 3yrs ago but they have some better workers now. Except 2 young cna's that need more training and need to be supervised to ma... | 5★ (4 months ago): I cannot say enough about this place this place was phenomenal The staff was great The nursing staff was wonderful The PT staff was your friend they weren't your typical PT staff they were more your f... | 1★ (7 months ago): My mom was at Princeton twice. I am now getting a bill for when she was there over a year ago. This latest time she called for help to go to the toilet and when help didn't come, she went herself. She... | 1★ (8 months ago): As for the transitional care area, I Would give a 0 if possible.  They are friendly but no one gives nursing care. I have been a Registered Nurse for over 30 years and know this is poor care. They won...",19.7,53.7,2.9,28.6,49.1,34.9,16.6,16.6,2.9,31.9,47.1,56.8,45.1,42.6,45.5,60.4,11.7,11.4,42.857142857142854,42.142857142857146,52.85714285714286,7.142857142857142,22.857142857142858,11.428571428571432,90.0,62.857142857142854,64.28571428571428,44.04761904761905,27.0
445358,"LAKEBRIDGE, A WATERS COMMUNITY, LLC",115 WOODLAWN DRIVE,JOHNSON CITY,TN,37604,WASHINGTON,(423)975-0095,445358,10.81,48.03,1.26,100.0,0.0,33.3,22.2,3.1,7.31,445358,616.0,36.307573399999995,-82.3997086,google_places,ChIJtSXC4jljWogRZZ2vnzyQsXk,"Lakebridge, A Waters Community",3.8,60,4.8,5,"5★ (a month ago): Wes is a great administrator and really cares about the patients and high quality.  Great place! | 5★ (9 months ago): My grandmother and mother both eventually passed away at Lakebridge. I could not say enough about the care they both received there. They were surrounded by love and warmth from the staff each time I ... | 4★ (a year ago): Lakebridge took very good care of my father who was there under Hospice care.  He was very complimentary of the staff (he also had some favorites) and the food.  Any and every time I contacted the sta... | 5★ (a year ago): My husband was just discharged today after a 2 week stay for Rehab. We couldn't ask for nicer staff. Everyone was so nice, yet professional.  We both highly recommend Lakebridge for your Rehab needs. ... | 5★ (a year ago): My mother in law was there for a few mths no problem the staff were wonderful. With all the patients they have they do amazing job. When she was at end of life they treated us like their family checki...",23.1,56.7,2.6,26.0,48.7,34.4,18.3,18.3,2.6,34.0,50.1,56.7,47.0,45.1,48.9,63.5,12.9,8.7,65.71428571428571,20.714285714285715,62.857142857142854,67.14285714285714,51.42857142857142,55.714285714285715,29.28571428571428,86.42857142857143,92.85714285714286,59.12698412698413,53.0
445359,SIGNATURE HEALTHCARE OF ROGERSVILLE,109 HWY 70 NORTH,ROGERSVILLE,TN,37857,HAWKINS,(423)272-3099,445359,10.53,53.86,1.18,96.5,0.0,59.0,30.8,0.0,5.98,445359,708.0,36.4247842,-82.9842929,google_places,ChIJXR2j2bcAW4gR_G85-kOX0KE,Signature HealthCARE of Rogersville,3.5,30,4.2,5,"5★ (a month ago): My brother was recently admitted with a terminal illness to Signature HealthCare of Rogersville.  During his two week stay he received excellent care.  The staff who attended to him is  Top Notch.  Th... | 5★ (a month ago): My brother- in -law was recently admitted to Signature Healthcare of Rogersville with a terminal illness. During his two week stay, he was treated with care, compassion and respect. The staff at Signa... | 1★ (a month ago): Food is terrible and would not be good enough for animal slop. Most   of the facility has a severe moisture problem . The people who own and run this company don't seem to care about quality. BOTOM LI... | 5★ (4 months ago): My Mother had an extended hospitalization in Johnson city that I was not really happy with, she had a tracheostomy tube, had a significant fall and on oxygen, had finished treatment for pneumonia , wa... | 5★ (5 months ago): I have been taking care of elders for around 31 years. I would definitely recommend this facility to anyone. I wish I could’ve recommended it more than I have and gotten others into the facility. I am...",45.7,57.8,35.9,20.0,15.7,3.6,24.7,24.7,35.9,65.3,75.7,25.0,35.2,40.3,65.4,87.3,46.0,38.8,14.285714285714285,20.714285714285715,48.57142857142857,55.00000000000001,20.0,34.285714285714285,78.57142857142857,35.71428571428571,82.85714285714285,43.333333333333336,24.0
445396,"THE WATERS OF ROAN HIGHLANDS,LLC",146 BUCK CREEK ROAD,ROAN MOUNTAIN,TN,37687,CARTER,(423)772-0161,445396,10.62,54.39,1.14,91.7,0.0,,,0.0,,445396,444.0,36.186785199999996,-82.0308798,google_places,ChIJMS8H7vGPUIgRocR-W4suM3c,The Waters of Roan Highlands,4.7,14,4.2,5,"5★ (11 months ago): Roan Highlands is so much more than just a nursing home. It is a big family! These residents are so loved, respected, and cared for. 10/10 Recommend | 5★ (2 years ago): My mother is a patient in the memory unit and I cannot express enough how much I appreciate the staff there. They all are very caring and always call me of any changes with her. It’s a blessing to kno... | 4★ (3 years ago): I am revising my review for memory care staff. The staff s kind and caring although understaffed. The interaction with residents show that they do love and respect the residents. | 5★ (3 years ago): My loved one is in the Memory Springs side of Roan Highlands.  The nurses and CNAs are always so kind and helpful.  They are friendly and caring.  The specialized activities are nice and Samantha the ... | 2★ (3 years ago): Visited a friend in memory care unit. He was disheveled, unshaved and hardly able to function because he had been medicated. Place is drab brown, very small area for visiting. Not at all impressed wit...",29.5,68.5,20.0,44.6,70.8,56.5,38.2,38.2,20.0,21.0,43.2,78.9,65.5,61.3,51.6,56.7,11.6,17.9,14.285714285714285,20.714285714285715,55.714285714285715,43.57142857142857,94.28571428571428,32.85714285714286,91.42857142857143,4.285714285714281,4.285714285714281,40.15873015873016,19.0
445424,CENTER ON AGING AND HEALTH,880 SOUTH MOHAWK DRIVE,ERWIN,TN,37650,UNICOI,(423)743-7669,445424,10.35,44.01,1.37,95.1,2.4,62.1,51.7,2.2,6.48,445424,511.0,36.130915699999996,-82.41326839999999,google_places,ChIJURAWM0BuWogR76OTBqAp738,Center on Aging & Health: Nursing Home In Tennessee,4.8,57,5.0,5,"5★ (a month ago): The lady that shaves and bathes the people is amazing, not only is she good at what she does she has a personality plus. Always speaks to you and has a smile for everyone. Thank you very much for keep... | 5★ (2 months ago): Their staff is excellent and always going above and beyond to ensure everyone is taken care of and happy. | 5★ (2 months ago): I had a really great experience with them. I was really impressed with the behavior of the staff here. | 5★ (2 months ago): I just wanted to express that their staff is excellent!  One woman who works here always goes above and beyond to make sure that everyone is taken care of and happy. | 5★ (7 months ago): My father fell and broke his femur. He went into THE CENTER ON AGING AND HEALTH after his surgery for rehab. The staff was so professional and caring to him. Soon he felt at ease. Any questions that w...",34.4,68.9,13.0,23.4,53.4,39.6,29.4,29.4,13.0,39.6,58.8,62.5,57.8,56.7,60.2,72.5,18.6,5.2,51.42857142857142,81.42857142857143,38.57142857142858,79.28571428571428,32.857142857142854,65.71428571428571,84.28571428571429,27.142857142857146,32.85714285714286,54.84126984126984,43.0
445458,FOUR OAKS HEALTH CARE CENTER,1101 PERSIMMON RIDGE RD,JONESBOROUGH,TN,37659,WASHINGTON,(423)753-8711,445458,10.61,48.35,0.92,100.0,2.6,31.0,37.9,0.0,5.7,445458,493.0,36.28908,-82.49141,google_places,ChIJH3lpnkxhWogRucFUnaFTzmg,Four Oaks Healthcare Center,4.1,77,3.4,5,"5★ (3 weeks ago): 4 Oaks Healthcare Center is a clean, safe, and welcoming place. The nursing staff are friendly, caring, and always helpful. Patients look happy and well cared for, and the therapy team is outstanding—... | 5★ (2 months ago): It has been such a blessing here at Four Oaks. The residents are a joy to talk to. Staff members are hard working and treat the residents like family! | 2★ (5 months ago): Been in this place many times and i DO NOT recommend this place I've seen how they treat the residents ,some of the housekeeping employees are rude the only ones who are nice or betty,Lisa,eugene. The... | 1★ (6 months ago): If you love your family members, don’t put them in this facility. My father was placed in Four Oaks by hospice for five days of respite care because it was the only one with an available bed when we n... | 4★ (9 months ago): Staff was extremely nice and helpful in giving me directions on how to get to my Mother in Law’s room. She seemed happy and well cared for when I arrived. Everyone was cheerful and dressed in holiday ...",27.0,58.1,7.9,20.8,44.4,30.2,17.7,17.7,7.9,39.2,55.0,52.8,46.1,45.2,52.5,68.2,18.1,10.5,14.285714285714285,84.28571428571429,54.285714285714285,11.428571428571429,11.428571428571429,54.28571428571429,29.28571428571428,95.71428571428572,68.57142857142857,47.06349206349206,33.0
445459,HANCOCK MANOR NURSING HOME,1423 MAIN STREET,SNEEDVILLE,TN,37869,HANCOCK,(423)733-4783,445459,9.38,47.0,1.61,100.0,0.0,61.9,33.3,6.2,,445459,360.0,36.5320201,-83.21569649999999,google_places,ChIJoxKHB_EMW4gRheAkF62RrXM,Hancock Manor Health and Rehabilitation Center,3.8,5,3.8,5,"5★ (4 months ago): The staff is very friendly.  Courtney Admissions/Social Services is very kind.  Donna the nurse is very helpful and accommodating.  The staff seem compassionate.  Very clean facility. | 2★ (a year ago): Staff was Friendly and Nice, Went to See My Aunt, I Seriously think They Need More Help, My Cousin had to Give Her Mom, My Aunt a Shower, She Absolutely Stunk but Other than Needing More Help, I Worke... | 5★ (a year ago): I was in the rehab center for a fractured hip and I was treated great, I was really impressed with all the caregivers | 2★ (9 years ago): Administration is rude... There is not enough workers to take care of the facility or residents properly...",57.1,60.3,50.2,33.3,0.9,13.5,36.3,36.3,50.2,78.4,86.5,10.9,35.0,42.7,73.3,97.1,60.1,53.6,87.14285714285714,20.714285714285715,14.285714285714285,95.0,94.28571428571428,58.57142857142856,29.28571428571428,28.57142857142857,77.14285714285715,56.111111111111114,48.0
445464,HILLVIEW HEALTH CENTER,1666 HILLVIEW DRIVE,ELIZABETHTON,TN,37643,CARTER,(423)542-5061,445464,11.24,44.92,1.3,100.0,1.0,71.4,37.7,0.0,8.02,445464,1055.0,36.3320495,-82.2409749,google_places,ChIJ-2wSxr5_WogRzfjDJcGyK2A,Hillview Health and Rehabilitation Center,3.5,84,4.4,5,"5★ (a week ago): Our father was at Hillview rehab for 2 and a half months and we couldn't have ask for better care the nurses and CNA""s both night and day were wonderful. The staff treated dad  and us like family. I w... | 5★ (2 months ago): Krisi and Tiffany were fabulous with our Grammy and made us feel like she was right at home with them. | 5★ (3 months ago): My mother was in Rehab for 3 weeks here. Very nice place. Clean & no odor when you walk in. All the staff was very kind & helpful to my mom. Administration was very good to work with, especially Kathe... | 2★ (3 months ago): The office has no idea of how to properly schedule their care givers. They do not seem to care what the clients need. Nor do does the office listen.
Although they have some very good care givers, they... | 5★ (8 months ago): I would like to share my experience with the Hillview staff and facilities. My mother in law was a resident there 2023 through 2024.  She previously was also in their rehab facility. I was very happy ...",18.4,55.9,6.4,34.9,56.6,42.4,22.8,22.8,6.4,25.0,42.2,64.1,50.3,46.8,43.8,55.8,4.2,11.7,14.285714285714285,52.142857142857146,71.42857142857143,71.42857142857143,58.57142857142858,64.28571428571428,29.28571428571428,15.714285714285714,70.0,49.68253968253968,36.0
445469,IVY HALL NURSING HOME,301 WATAUGA AVE,ELIZABETHTON,TN,37643,CARTER,(423)542-6512,445469,9.05,63.59,1.42,97.3,0.0,52.2,65.2,1.7,6.66,445469,1021.0,36.343969099999995,-82.22279710000001,google_places,ChIJYYZ0j_B_WogRNBWk39o74No,Ivy Hall Nursing Home,3.9,22,3.4,5,"1★ (2 months ago): I only put 1 star because it won't let you do anything lower. The absolute WORST nursing home we have had the experience of dealing with. I would never recommend anyone go to this facility. They only ... | 5★ (12 months ago): One of, if not the best nursing home in the area. As a member in dietary, I enjoy my job and people I work with. Most importantly though, the staff truly does care about the residents living there. It... | 5★ (a year ago): This is long time coming, I have been a rehab patient there 3 times each was great, no words can explain how good Ivy Hall is, everyone is great,  we are fortunate to have a facility like this. all I ... | 1★ (2 years ago): I would give the facility 0 stars of it would allow me too. They have almost no in house staff at the facility. 90% of staff there are agency due to management. If you need to call out for a sickness ... | 5★ (2 years ago): As a Travel RN myself, i have witnessed hospitals& facilities all over the country.  You wont find a CEO/Administrator like Judy Deliach & her staff in the coubtry. She ensures that Ivy Hall is employ...",17.4,55.3,7.6,36.1,57.4,43.2,23.1,23.1,7.6,23.8,40.9,64.8,50.3,46.5,42.7,54.5,3.7,13.0,37.142857142857146,20.714285714285715,8.571428571428571,82.85714285714286,40.0,12.857142857142856,75.0,51.42857142857142,16.428571428571427,38.333333333333336,12.0
445474,HERMITAGE HEALTH CENTER,1633 HILLVIEW DRIVE,ELIZABETHTON,TN,37643,CARTER,(423)543-2571,445474,9.21,40.89,1.39,100.0,0.0,31.3,25.0,1.8,9.85,445474,507.0,36.3338532,-82.2423642,google_places,ChIJqZLGLL9_WogRuP9cXXI3PgQ,Hermitage Health and Rehabilitation Center,4.4,61,5.0,5,"5★ (a week ago): Thay are good to the old people and thay have a clean place for them to live at | 5★ (3 months ago): I cannot say enough good things about this place. From administration to bedside care, every member of the team treated my
dad with compassion and respect. I was always kept in the loop with updates, ... | 5★ (5 months ago): My dad was a resident there for a couple of years. It was a great experience for me as I worked there for many years also. I knew the care he would receive. The housekeepers kept his room clean which ... | 5★ (5 months ago): My father was a resident at Hermitage 2 years ago sadly he passed away in July 2023. During his stay he received nothing but the best care. He was ALWAYS clean. His room was always tidy. I was always ... | 5★ (7 months ago): Could not ask for better care for my mother than from the outstanding staff at Hermitage!
Dementia makes her challenging but they provide the best comfort possible.
Clean facility and well equipped fo...",18.3,55.8,6.3,34.8,56.5,42.3,22.7,22.7,6.3,25.0,42.2,64.0,50.2,46.6,43.7,55.8,4.4,11.8,42.857142857142854,20.714285714285715,12.857142857142856,81.42857142857143,80.0,75.71428571428571,29.28571428571428,94.28571428571428,90.0,58.57142857142857,52.0
445478,DURHAM-HENSLEY HEALTH AND REHABILITATION,55 NURSING HOME RD,CHUCKEY,TN,37641,GREENE,(423)257-6761,445478,10.91,62.84,1.25,98.6,2.9,46.2,38.5,3.0,6.12,445478,739.0,36.214225899999995,-82.68279199999999,google_places,ChIJp5gEGC1bWogRnBqyn3bHtzo,Durham-Hensley Health & Rehab,4.1,30,5.0,5,"5★ (a month ago): I was assigned to  Durham Hensley out patient clinic by my ortho Dr for physical therapy on my shoulders. I was amazed at how clean the building was and the knowledge of the caring staff .  I had 10 d... | 5★ (a month ago): The best facility in Greeneville. I have worked with different facilities in the past, and Durham Hensley has the best staff! The staff works hard to ensure every resident and family is taken care of!... | 5★ (a month ago): My mother was an inpatient here for a couple of weeks. Every staff member we encountered during her stay was friendly, and cared about her general well-being. Would recommend 10/10 for a skilled nursi... | 5★ (a month ago): My mother was here for skilled therapy and they treated her very well. Therapy was amazing. After she finished rehab she went home and is doing great! I would recommend Durham-Hensley for any short or... | 5★ (6 months ago): Durham is a great place for your loved one. My adult son is disabled and requires a lot of care. During his stay, the staff at Durham made him feel at home and like one of them. The facility is clean;...",38.0,64.8,19.6,9.0,37.7,24.6,23.4,23.4,19.6,50.9,66.7,47.2,48.5,49.8,62.8,79.9,29.5,18.5,64.28571428571429,88.57142857142857,65.71428571428571,65.71428571428571,24.285714285714285,14.28571428571429,61.42857142857143,64.28571428571428,67.14285714285715,57.3015873015873,51.0
445479,LIFE CARE CENTER OF GRAY,791 OLD GRAY STATION ROAD,GRAY,TN,37615,WASHINGTON,(423)477-7146,445479,9.98,39.27,1.13,100.0,0.0,,,2.8,10.69,445479,475.0,36.405225099999996,-82.44068999999999,google_places,ChIJI7uts6-JWogRYTOKYHL0-Is,Life Care Center of Gray,4.1,69,5.0,5,5★ (a week ago): They are wonderful folks and take such good care of everyone. I have a friend who is there to build strength after a major surgery and he loves the staff. He also said the food was excellent. We appre... | 5★ (2 weeks ago): I would most certainly choose Life Care Center of Gray over again if I had to. Denise and Yvette are hands down a dream team. I had to find placement for my mother month ago and was very new to long t... | 5★ (2 weeks ago): Denise and Yvetter are amazing people! They went out of there way to make sure the people I love most have been taking care of to the full extent! Thank you all for being so king and amazing! We need ... | 5★ (a month ago): I am surprised by the other reviews. My mother has been here for almost two years now. The nursing and support staff treat her like their own grandmother and she loves them all. The therapy department... | 5★ (7 months ago): Many times I have been faced with the need for a family member to go for short term rehab or long term care placement.  6 out of 6 times I have chosen Life Care Center of Gray. During every stay care ...,19.2,50.0,8.0,27.4,44.6,30.5,11.4,11.4,8.0,35.1,48.3,52.0,40.0,37.9,44.2,61.2,16.4,15.8,60.71428571428571,20.714285714285715,25.71428571428571,40.0,84.28571428571429,81.42857142857143,29.28571428571428,4.285714285714281,4.285714285714281,38.96825396825396,16.0
445481,ASBURY PLACE AT KINGSPORT,100 NETHERLAND LANE,KINGSPORT,TN,37660,SULLIVAN,(423)427-2195,445481,10.74,50.38,0.98,100.0,0.0,50.0,55.3,5.9,6.64,445481,589.0,36.5525052,-82.618212,google_places,ChIJVy5k6XfyWogR3yUe2RwLVao,Asbury Place Kingsport,3.9,83,5.0,5,"5★ (2 months ago): I happen to be there the other day for one of their new Food Truck Friday events. Later on they had a random fire drill. It was great to see the whole staff work together to get the residents to safet... | 5★ (a year ago): Asbury Place in Kingsport has demonstrated its all about the people living there…
In our visit today…. Suzy treated us with the utmost respect and kindness..
Thank you Asbury Place Staff…we were even ... | 5★ (a year ago): Update:  My life's situation has now changed and as soon as the unit I want is available I'll be moving in, can't wait!!!
Recently I had a personalized tour of Asbury Place with Suzy Cloyd.  I had bee... | 5★ (a year ago): The staff truly understands what it’s like to watch a parent decline.  They are very compassionate.  I am grateful for this place.  It was exactly what our family needed | 5★ (2 years ago): I love the staff and the nurses here. I sit with yelderly people so far this is the best place to be. Oh most like family here. Everyone is super nice and more then willing to help you. They care for ...",24.0,41.3,22.1,29.4,33.7,20.8,3.3,3.3,22.1,45.6,53.8,39.6,26.6,26.3,43.6,65.2,30.0,29.2,85.71428571428571,20.714285714285715,60.0,21.428571428571427,37.142857142857146,48.57142857142858,29.28571428571428,56.42857142857143,28.57142857142857,43.095238095238095,23.0
445483,ABUNDANT CHRISTIAN LIVING COMMUNITY REHABILITATION,2012 SHERWOOD DRIVE,JOHNSON CITY,TN,37601,WASHINGTON,(423)928-3168,445483,10.09,52.7,1.37,100.0,2.0,57.1,45.2,2.3,8.23,445483,703.0,36.340507099999996,-82.3713197,google_places,ChIJqxIOlT59WogRPrzgyqdO8wU,Abundant Christian Living Community,2.6,64,3.4,5,"5★ (3 months ago): I would like to say I  was a patient here for rehabilitation and I can't say enuff great things about this place. From the Director of nursing to the physical therapy department to the intire office s... | 5★ (3 months ago): This place is GREAT!  We moved in a month ago and love it: Management and staff are really helpfull and work hard to take care of residents. | 1★ (5 months ago): My father was a preacher. I went to Church with him just about every time he went. He traveled all over the state of Ohio...Kentucky....and West Virginia. I saw a lot of the interworking of churches. ... | 1★ (9 months ago): I would definitely not recommend this place for any job the work environment is like being in High School everyone talks about you behind your back and some people get away with missing work and doing... | 5★ (2 years ago): My grandfather-in-law has been living there in for several years and under the new ownership, they have updated the building and it looks SO much better. The housekeeping staff and personal care do a ...",20.3,54.5,2.1,28.4,49.4,35.2,17.3,17.3,2.1,31.9,47.5,57.2,45.8,43.4,46.1,60.8,11.5,10.6,52.85714285714286,75.71428571428571,27.142857142857142,79.28571428571428,61.42857142857143,42.85714285714286,29.28571428571428,42.85714285714286,48.57142857142858,51.1111111111111,37.0
445487,"THE WATERS OF JOHNSON CITY, LLC",140 TECHNOLOGY LANE,JOHNSON CITY,TN,37604,WASHINGTON,(423)434-2016,445487,10.36,56.23,1.05,100.0,2.6,55.6,51.9,0.0,7.55,445487,573.0,36.3354875,-82.397131,google_places,ChIJlZW801GBWogRc-OYQaS9D3U,The Waters of Johnson City,2.9,52,1.8,5,"1★ (3 months ago): The staff was friendly for the most but over all care including discharge horrible was sent home in one to walk meds was messed up on discharge sit in your bowel and bring for hours waiting to be be c... | 1★ (4 months ago): HOPEFULLY THIS ISN'T YOUR ONLY OPTION!!!!
If I could give ZERO stars, I would. As a nurse myself, I was appalled. First, let's discuss the nursing staff. Management, none to speak of and they conver o... | 5★ (5 months ago): I was recently here for about a week and just wanted to say acouple things and acknowledge a couple people that helped me out so much to get me home my nurse Jeremy made me feel like home and I was ap... | 1★ (12 months ago): They have a high turn over rate for employees for a reason,  if you are salary they expect you to work 24 hours 7 days a week and do insane amount of work , the property is severely neglected and they... | 1★ (a year ago): This place is a J O K E! I went and got my mom out of this place after 19 hours they hadn’t given her ANY meds, she is a fall risk and her oxygen would not reach to the bathroom and surprise… NO ONE h...",21.3,54.8,2.9,26.9,48.2,33.9,16.8,16.8,2.9,33.4,48.9,56.1,45.4,43.3,47.1,62.2,12.8,10.5,14.285714285714285,84.28571428571429,41.42857142857143,29.28571428571429,54.285714285714285,25.71428571428571,29.28571428571428,45.714285714285715,31.428571428571427,39.523809523809526,18.0
445504,NEWPORT TN OPCO LLC,135 GENERATION DRIVE,NEWPORT,TN,37821,COCKE,(423)623-0929,445504,10.13,54.95,1.03,100.0,0.0,64.2,49.1,1.8,9.47,445504,844.0,35.975513299999996,-83.2475061,google_places,ChIJHfNbC-rDW4gRA61vrpzFqX4,Newport Post-Acute and Rehabilitation Center,3.8,49,1.8,5,"1★ (a month ago): If you have a  family member you care about never put them in Newport rehab. My aunt was there for over an month. The cnas wouldn't answer her call button. If did told her to do it herself.never chang... | 1★ (a month ago): I am extremely dissatisfied at present. My mother, Penny Moebus, was a resident at Newport Post Acute Rehabilitation Center for nearly a month. During her stay, the facility failed to change her beddi... | 1★ (3 months ago): My 9 month old nephew was at this place while his mother worked 3rd shift a couple times. That boy could get so sick and the lead that is over third shift literally laughed about it. Whoever that man’... | 1★ (5 months ago): This place is terrible my grandma broke her hip and they sent her there to recover when she arrived they didn’t give her a potty chair and she had to use the bathroom she tried calling the people and ... | 5★ (2 years ago): My sister Kathy W. has been here now for a week and a half. I traveled from Waco, TX to be with her until she’s released. The staff here have been doing fantastic job,. The medical staff as well!! I w...",72.8,91.9,55.0,26.6,39.1,37.6,54.5,54.5,55.0,86.1,102.1,47.9,69.3,74.5,96.2,115.1,64.5,52.1,42.857142857142854,20.714285714285715,28.57142857142857,26.42857142857143,75.71428571428571,28.57142857142857,29.28571428571428,24.28571428571429,40.0,35.15873015873015,10.0
445517,"NHC HEALTHCARE, KINGSPORT",2300 PAVILION DRIVE,KINGSPORT,TN,37660,SULLIVAN,(423)480-7048,445517,9.47,69.76,1.1,100.0,0.9,61.6,69.2,0.4,5.49,445517,2533.0,36.5535132,-82.5125896,google_places,ChIJ1aYx7nuSWogRImgQIMgsQdE,NHC HealthCare,4.2,20,4.2,5,"5★ (a month ago): The best place to be. The workers are so kind & helpful.  Iwould not want to be any other place. Food is good.
Rehab is really good. They really work with you and are kind. | 5★ (a month ago): Exceptional care for my grandmother; she's a frequent flyer and has been treated with utmost kindness in whichever wing she is placed in. | 1★ (3 months ago): If I could give zero stars to this place, I absolutely would. The only advice I can give to everyone or anyone thinking about sending their loved ones there is don’t do it. My fiancé was in there for ... | 5★ (9 months ago): Excellent care for your loved one.
Nice facility - well kept and managed.  My family member received excellent care, proper therapy and strong support.  Iris was an excellent advocate for his health a... | 5★ (5 years ago): If anyone has a choice to pick a place for physical therapy, I strongly recommend choosing NHC. The staff is amazing! The facility is very clean and very spacious. The staff makes it feel like home aw...",18.2,40.1,18.8,32.3,39.6,26.6,2.9,2.9,18.8,39.9,48.1,45.4,29.1,27.0,39.1,59.8,25.3,26.8,28.57142857142857,47.85714285714286,15.714285714285714,36.42857142857142,8.571428571428571,8.571428571428575,29.28571428571428,30.000000000000004,11.428571428571432,24.04761904761905,1.0
445530,WATERS OF BRISTOL A REHABILITATION AND NURSING,2830 HIGHWAY 394,BLOUNTVILLE,TN,37617,SULLIVAN,(423)274-6191,445530,9.15,52.05,1.17,98.7,0.0,48.3,39.7,3.6,6.4,445530,915.0,36.5192724,-82.2926962,google_places,ChIJ1f0e3AODWogR3weNawFGFYM,The Waters of Bristol,3.8,36,4.2,5,"1★ (2 months ago): I'm sure this is all nursing homes but this is the only one I have experience with. They are a necessary evil. My mother-in-law was here. When we first checked out the room we were glad to see they ha... | 5★ (4 months ago): I went to Waters of Bristol after having an aorta valve replacement, cardiac arrest, and pacemaker. Over a 43 day period I was hospitalized 4 times, had 6 units of blood and at Waters of Bristol in be... | 5★ (4 months ago): When my wife was a patient at Waters of Bristol I was so impressed with the excellent care she received. All of the doctors, nurses, CNA's and staff were so attentive to her needs. I noticed how every... | 5★ (4 months ago): If I could give this building 10 STARS I would.  Had it not been for the skills and attention of the nursing staff at Bristol I would not have my mother with us now.  My mother was a very high risk po... | 5★ (7 months ago): Now I will state up front that I was at an advantage in that I lived across the 4 lane from the facility when my mother lived in the Waters for the last 14 months of her life. Mom had no dementia no d...",7.8,42.7,14.6,38.8,51.8,38.4,15.0,15.0,14.6,27.5,37.4,57.8,38.7,34.1,33.2,50.1,15.8,23.1,71.42857142857143,20.714285714285715,11.428571428571429,51.42857142857142,30.0,45.714285714285715,58.57142857142856,60.0,62.857142857142854,45.79365079365079,30.0
44E132,TENNOVA NEWPORT CONVALESCENT CENTER,450 COLLEGE ST,NEWPORT,TN,37821,COCKE,(423)625-2195,,,,,,,,,,,44E132,0.0,35.965119699999995,-83.18250689999999,google_places,ChIJwSVkwOvDW4gR0E0rG6GNEhU,Tennova Newport Convalescent Center,4.0,8,3.4,5,"4★ (a month ago): They have been most caring and kind to my Mother and myself during the transition. All questions answered timely. They are available and kind when I call. The activity director shows patience and kind... | 1★ (2 years ago): If your parent is active when they go in they will withhold activities or TV to make that person conform and bed ridden! It's easier for them to take care a non active person! They don't watch them! I... | 2★ (2 years ago): The food is horrible. Always cold. I have to eat snacks. I can't eat the food.The aides and nurses are mostly good. They sure need to get different help in the kitchen. | 5★ (2 years ago): They are taking really good care of my mother at this place. I just wanted to say thank you!!! | 5★ (7 years ago): My mother spent her last days in this facility.
They were so good and kind to not only her but to my brother and I.
Thank you.",70.4,90.8,52.1,23.9,39.9,37.0,52.6,52.6,52.1,83.1,99.5,49.0,68.7,73.6,94.2,112.5,61.5,48.9,98.57142857142858,98.57142857142858,98.57142857142858,98.57142857142858,94.28571428571428,2.1428571428571463,1.4285714285714235,4.285714285714281,4.285714285714281,55.63492063492064,44.0
